epoch,train_loss,train_acc,train_f1_macro,train_cls_loss,train_recon_loss,train_kl_loss,train_distill_loss,train_teacher_count,epoch_time_sec,lr,batch_size,train_samples_this_epoch,train_steps_this_epoch,val_loss,val_acc,val_f1_macro,val_teacher_argmax_accuracy,val_distill_loss,val_teacher_count
1,1.564820396900177,nan,nan,0.0,1.564820396900177,0.0,0.0,0,12.935101747512817,0.0003,256,2627,10,1.1387575458297323,nan,nan,nan,0.0,0
2,0.9669241487979889,nan,nan,0.0,0.9669241487979889,0.0,0.0,0,6.716663360595703,0.0003,256,2627,10,0.7013133812101531,nan,nan,nan,0.0,0
3,0.5858807861804962,nan,nan,0.0,0.5858807861804962,0.0,0.0,0,6.603697061538696,0.0003,256,2627,10,0.3776569288947207,nan,nan,nan,0.0,0
4,0.31312819123268126,nan,nan,0.0,0.31312819123268126,0.0,0.0,0,6.6381940841674805,0.0003,256,2627,10,0.18539745769241117,nan,nan,nan,0.0,0
5,0.1812545031309128,nan,nan,0.0,0.1812545031309128,0.0,0.0,0,6.614761829376221,0.0003,256,2627,10,0.10806771362578119,nan,nan,nan,0.0,0
6,0.1282653734087944,nan,nan,0.0,0.1282653734087944,0.0,0.0,0,6.850703001022339,0.0003,256,2627,10,0.07751951161232386,nan,nan,nan,0.0,0
7,0.10337551832199096,nan,nan,0.0,0.10337551832199096,0.0,0.0,0,6.858588457107544,0.0003,256,2627,10,0.059784311107742835,nan,nan,nan,0.0,0
8,0.08733109161257743,nan,nan,0.0,0.08733109161257743,0.0,0.0,0,6.612200498580933,0.0003,256,2627,10,0.04976948851343,nan,nan,nan,0.0,0
9,0.07724527344107628,nan,nan,0.0,0.07724527344107628,0.0,0.0,0,6.607262849807739,0.0003,256,2627,10,0.04276656636690998,nan,nan,nan,0.0,0
10,0.06931919381022453,nan,nan,0.0,0.06931919381022453,0.0,0.0,0,6.596142053604126,0.0003,256,2627,10,0.037761611172379236,nan,nan,nan,0.0,0
11,0.0643660619854927,nan,nan,0.0,0.0643660619854927,0.0,0.0,0,6.558166027069092,0.0003,256,2627,10,0.03404482411759677,nan,nan,nan,0.0,0
12,0.05941951647400856,nan,nan,0.0,0.05941951647400856,0.0,0.0,0,6.617476940155029,0.0003,256,2627,10,0.030976050818984684,nan,nan,nan,0.0,0
13,0.05575232319533825,nan,nan,0.0,0.05575232319533825,0.0,0.0,0,6.609630107879639,0.0003,256,2627,10,0.028463550579997447,nan,nan,nan,0.0,0
14,0.05304017476737499,nan,nan,0.0,0.05304017476737499,0.0,0.0,0,6.951061248779297,0.0003,256,2627,10,0.026392612088368687,nan,nan,nan,0.0,0
15,0.049962779879570006,nan,nan,0.0,0.049962779879570006,0.0,0.0,0,6.608739376068115,0.0003,256,2627,10,0.02466829928321081,nan,nan,nan,0.0,0
16,0.04768719859421253,nan,nan,0.0,0.04768719859421253,0.0,0.0,0,6.5898277759552,0.0003,256,2627,10,0.02305196122865835,nan,nan,nan,0.0,0
17,0.045421655848622323,nan,nan,0.0,0.045421655848622323,0.0,0.0,0,6.889256715774536,0.0003,256,2627,10,0.021752759873807488,nan,nan,nan,0.0,0
18,0.04361075684428215,nan,nan,0.0,0.04361075684428215,0.0,0.0,0,6.996410131454468,0.0003,256,2627,10,0.020561351529234176,nan,nan,nan,0.0,0
19,0.04201046451926231,nan,nan,0.0,0.04201046451926231,0.0,0.0,0,7.033092975616455,0.0003,256,2627,10,0.019543969942938475,nan,nan,nan,0.0,0
20,0.040237579867243765,nan,nan,0.0,0.040237579867243765,0.0,0.0,0,7.114266395568848,0.0003,256,2627,10,0.01860385391113165,nan,nan,nan,0.0,0
