epoch,train_loss,train_acc,train_f1_macro,train_cls_loss,train_recon_loss,train_kl_loss,train_distill_loss,train_teacher_count,epoch_time_sec,lr,batch_size,train_samples_this_epoch,train_steps_this_epoch,val_loss,val_acc,val_f1_macro,val_teacher_argmax_accuracy,val_distill_loss,val_teacher_count
1,0.1101648185079492,nan,nan,0.0,0.35994100910941446,2.017956650163245,0.0,0,124.93396425247192,0.0003,128,32550,254,0.039626703073260605,nan,nan,nan,0.0,0
2,0.050172573952810974,nan,nan,0.0,0.08917991089539265,2.787759694527453,0.0,0,116.8445348739624,0.0003,128,32550,254,0.030749835541011183,nan,nan,nan,0.0,0
3,0.04355560199130239,nan,nan,0.0,0.06487698184223625,2.733635701532439,0.0,0,117.96674418449402,0.0003,128,32550,254,0.02975268601249623,nan,nan,nan,0.0,0
4,0.04211040922095926,nan,nan,0.0,0.0594643968062138,2.7244310454120786,0.0,0,125.89285969734192,0.0003,128,32550,254,0.029174330337073215,nan,nan,nan,0.0,0
5,0.04134314265248813,nan,nan,0.0,0.05671502660050636,2.7164386632874256,0.0,0,117.69432210922241,0.0003,128,32550,254,0.028896382632114553,nan,nan,nan,0.0,0
6,0.0408966791794056,nan,nan,0.0,0.05502858515975513,2.7139533439020473,0.0,0,117.12797164916992,0.0003,128,32550,254,0.02889156305501538,nan,nan,nan,0.0,0
7,0.040580227927077474,nan,nan,0.0,0.05381066594126187,2.7127562188726713,0.0,0,116.84445261955261,0.0003,128,32550,254,0.02858784954554291,nan,nan,nan,0.0,0
8,0.040326581006561675,nan,nan,0.0,0.052906919666749284,2.7099851857958814,0.0,0,117.34652185440063,0.0003,128,32550,254,0.028470817015215914,nan,nan,nan,0.0,0
9,0.040159803690520794,nan,nan,0.0,0.05225630276139796,2.7095728633910654,0.0,0,117.18187069892883,0.0003,128,32550,254,0.028545385108840082,nan,nan,nan,0.0,0
10,0.039984475527926694,nan,nan,0.0,0.05164734196416506,2.7072640732517392,0.0,0,116.55575561523438,0.0003,128,32550,254,0.028237850194977175,nan,nan,nan,0.0,0
11,0.03985429465712056,nan,nan,0.0,0.05117356064399396,2.7060904859557864,0.0,0,117.70797443389893,0.0003,128,32550,254,0.028285069439199662,nan,nan,nan,0.0,0
12,0.03976685892585225,nan,nan,0.0,0.05080840848092958,2.706475747851875,0.0,0,117.78654551506042,0.0003,128,32550,254,0.028406969828791515,nan,nan,nan,0.0,0
13,0.039684330868556744,nan,nan,0.0,0.050484783478139894,2.7063135631441133,0.0,0,117.3133590221405,0.0003,128,32550,254,0.028156370514182634,nan,nan,nan,0.0,0
14,0.039603936683943894,nan,nan,0.0,0.050192892052761215,2.705571424304031,0.0,0,116.82000803947449,0.0003,128,32550,254,0.028304607619841892,nan,nan,nan,0.0,0
15,0.039532495471905536,nan,nan,0.0,0.04989289115439719,2.7059273306779037,0.0,0,117.09046220779419,0.0003,128,32550,254,0.02832947746079455,nan,nan,nan,0.0,0
16,0.039481732803653545,nan,nan,0.0,0.04968876435648738,2.7059542419403555,0.0,0,116.52133822441101,0.0003,128,32550,254,0.02810767130826109,nan,nan,nan,0.0,0
17,0.03942521748052338,nan,nan,0.0,0.049449744641663525,2.7062781898994146,0.0,0,116.92803263664246,0.0003,128,32550,254,0.028229442122642712,nan,nan,nan,0.0,0
18,0.03936226555974934,nan,nan,0.0,0.04921934312194821,2.7057430528280304,0.0,0,117.42692255973816,0.0003,128,32550,254,0.028091331255692308,nan,nan,nan,0.0,0
19,0.0393131636376456,nan,nan,0.0,0.04900408769393061,2.70621422519834,0.0,0,128.77514624595642,0.0003,128,32550,254,0.028051152416775305,nan,nan,nan,0.0,0
20,0.039255897595187814,nan,nan,0.0,0.04880672281123991,2.705421762203607,0.0,0,125.7590262889862,0.0003,128,32550,254,0.028254765323413315,nan,nan,nan,0.0,0
