epoch,train_loss,train_acc,train_f1_macro,train_cls_loss,train_recon_loss,train_kl_loss,train_distill_loss,train_teacher_count,epoch_time_sec,lr,batch_size,train_samples_this_epoch,train_steps_this_epoch,val_loss,val_acc,val_f1_macro,val_teacher_argmax_accuracy,val_distill_loss,val_teacher_count
1,0.14088500959172628,nan,nan,0.0,0.15256362791816724,3.255126122890783,1.4036240071575137,121259,472.76266980171204,0.0003,128,122624,958,0.07881676472986356,nan,nan,0.90146857677633,0.9151440256840627,138910
2,0.09528396277064322,nan,nan,0.0,0.0664899229171194,2.9993958336326423,0.9733121146174241,121337,455.60254979133606,0.0003,128,122624,958,0.08297114402880923,nan,nan,0.8864300626304802,1.0424211719451557,138910
3,0.09001519030936078,nan,nan,0.0,0.061128820796226904,2.9388335413126456,0.9069074899187471,121281,454.22114181518555,0.0003,128,122624,958,0.07115664339357115,nan,nan,0.9129652292851487,0.8111015880341776,138910
4,0.08652023374178838,nan,nan,0.0,0.05833793708000776,2.9048823690613528,0.8577085338771867,121327,455.3104875087738,0.0003,128,122624,958,0.06907313892926349,nan,nan,0.9173709596141386,0.7785827562096899,138910
5,0.08631916561150352,nan,nan,0.0,0.05681948137463757,2.889063266473424,0.8644065780669791,121337,456.2809157371521,0.0003,128,122624,958,0.07118652874086895,nan,nan,0.9114678568857534,0.8304126018385745,138910
6,0.08516158392197902,nan,nan,0.0,0.0557652581249809,2.8755098108458865,0.8492919521516964,121297,476.36496663093567,0.0003,128,122624,958,0.0681558148947047,nan,nan,0.9186235692174789,0.764800560870951,138910
7,0.08277899607440499,nan,nan,0.0,0.054935035111075406,2.866531259082802,0.8075538989833668,121317,456.1254358291626,0.0003,128,122624,958,0.06959351414083467,nan,nan,0.9147361601036642,0.7940161784860752,138910
8,0.08241440309503258,nan,nan,0.0,0.05423944550012248,2.8616179745481007,0.8047719174509095,121351,458.65348505973816,0.0003,128,122624,958,0.06583577218851529,nan,nan,0.9236124109135412,0.7246373431735041,138910
9,0.08104437931454381,nan,nan,0.0,0.05374656739355005,2.857796106806379,0.7807068426852524,121283,461.3319163322449,0.0003,128,122624,958,0.06678910495926614,nan,nan,0.9223957958390324,0.7378075039183807,138910
10,0.07955080238491732,nan,nan,0.0,0.053356670897010725,2.8528490798209556,0.7536376150771369,121348,460.38885140419006,0.0003,128,122624,958,0.06714862232124072,nan,nan,0.9196674105535958,0.7565814073815305,138910
11,0.07824242545878962,nan,nan,0.0,0.05299766071234093,2.850390906622614,0.7297589040935245,121299,459.7938208580017,0.0003,128,122624,958,0.06421503893959186,nan,nan,0.927147073644806,0.6947462665255192,138910
12,0.07898572432596648,nan,nan,0.0,0.05274737100184959,2.851432543706794,0.745721941104363,121342,457.4505512714386,0.0003,128,122624,958,0.06488290202817636,nan,nan,0.9257360881146066,0.7040122944542697,138910
13,0.07730626743792368,nan,nan,0.0,0.05244635139632822,2.8450758765784085,0.7148367857116315,121336,453.0492181777954,0.0003,128,122624,958,0.06573431595538606,nan,nan,0.9217190986969981,0.732278373985517,138910
14,0.07671942210334327,nan,nan,0.0,0.052234388215152354,2.8419257357623233,0.7049064973136003,121356,464.6411395072937,0.0003,128,122624,958,0.06331751034101392,nan,nan,0.9297818731552804,0.6763209620812046,138910
15,0.07601510306785277,nan,nan,0.0,0.052057862021262315,2.8408807690307842,0.6919135792105402,121292,459.50554060935974,0.0003,128,122624,958,0.059491466685269674,nan,nan,0.9377942552731985,0.6027652324001103,138910
16,0.07473721332645865,nan,nan,0.0,0.05194326813307461,2.838943996857502,0.6671968672140743,121297,458.8132441043854,0.0003,128,122624,958,0.05848170801992727,nan,nan,0.9403066733856453,0.5810430386910527,138910
17,0.07157441433946872,nan,nan,0.0,0.052429100296349264,2.846406631778327,0.6000742212125858,121300,455.19803047180176,0.0003,128,122624,958,0.05250598663030063,nan,nan,0.9554891656468217,0.4586503644616936,138910
18,0.06386278539756021,nan,nan,0.0,0.05238472356894569,2.910208497266431,0.43332043598542747,121319,454.09764885902405,0.0003,128,122624,958,0.03928863230339874,nan,nan,0.9850982650637103,0.17814304070029147,138910
19,0.06141013274502032,nan,nan,0.0,0.05289453606749253,2.9263576642456535,0.3787029324820849,121310,457.8893494606018,0.0003,128,122624,958,0.036826217809386816,nan,nan,0.9938377366640271,0.07228410581366052,138910
20,0.0562214727760419,nan,nan,0.0,0.05492337781834827,2.923361227258511,0.26504603296324675,121333,459.21222734451294,0.0003,128,122624,958,0.03040981356184282,nan,nan,0.9993664962925636,0.013011611901211953,138910
