epoch,train_loss,train_acc,train_f1_macro,train_cls_loss,train_recon_loss,train_kl_loss,train_distill_loss,train_teacher_count,epoch_time_sec,lr,batch_size,train_samples_this_epoch,train_steps_this_epoch,val_loss,val_acc,val_f1_macro,val_teacher_argmax_accuracy,val_distill_loss,val_teacher_count
1,0.1401740785975919,nan,nan,0.0,0.11999853942659927,0.0,0.4035230636609214,121262,64.74362421035767,0.0003,256,122624,479,0.02507777670297449,nan,nan,0.8635300215236437,0.2908238906964694,138917
2,0.03561546028609191,nan,nan,0.0,0.022695404020505558,0.0,0.2583819906799096,121338,53.59608840942383,0.0003,256,122624,479,0.018606963218419485,nan,nan,0.8974783503818827,0.23449850664595248,138917
3,0.03037497849594452,nan,nan,0.0,0.017905824578567438,0.0,0.2493833071351544,121283,61.54168701171875,0.0003,256,122624,479,0.017116300220438876,nan,nan,0.8992060007054572,0.23283436299174057,138917
4,0.026781209882558762,nan,nan,0.0,0.015063141344313457,0.0,0.23436578924334828,121330,52.594133377075195,0.0003,256,122624,479,0.01667766103532639,nan,nan,0.8947788967512975,0.2373056993714987,138917
5,0.024484320673974918,nan,nan,0.0,0.01292738653641653,0.0,0.23115076351939626,121342,52.36290001869202,0.0003,256,122624,479,0.016851620520109054,nan,nan,0.8884153847261315,0.2537314062713706,138917
6,0.02243016740707739,nan,nan,0.0,0.011172275348626746,0.0,0.22515609939066575,121299,52.82220125198364,0.0003,256,122624,479,0.014585657844531476,nan,nan,0.9113427442285681,0.20829389945239193,138917
7,0.020653603481817096,nan,nan,0.0,0.009699953020023404,0.0,0.21907117736251036,121321,52.52130079269409,0.0003,256,122624,479,0.016883189213598684,nan,nan,0.893051246427723,0.24235669654305658,138917
8,0.019329070556901067,nan,nan,0.0,0.00841315465324047,0.0,0.21832201227172207,121354,52.65307569503784,0.0003,256,122624,479,0.015619942820748491,nan,nan,0.9128904309767703,0.20450345824493665,138917
9,0.017979478889333555,nan,nan,0.0,0.0073505564765821915,0.0,0.2125802891978173,121285,52.41099548339844,0.00015,256,122624,479,0.02182340622249433,nan,nan,0.8711388814903863,0.29770614178521826,138917
10,0.017156884496125523,nan,nan,0.0,0.006646455607779464,0.0,0.21021975668027498,121351,52.611663818359375,0.00015,256,122624,479,0.017508886348094502,nan,nan,0.9153163399727895,0.20063388854097036,138917
11,0.0164315307586763,nan,nan,0.0,0.006216162169208295,0.0,0.2043149285045777,121301,53.87577962875366,0.00015,256,122624,479,0.017877777217485465,nan,nan,0.9134231231598724,0.20329476655190407,138917
12,0.01622684950316189,nan,nan,0.0,0.005796785922312724,0.0,0.20861037190202444,121345,53.34822940826416,7.5e-05,256,122624,479,0.01919329118735999,nan,nan,0.9168856223500363,0.19603588700293012,138917
13,0.015702091223542776,nan,nan,0.0,0.005499822106056833,0.0,0.20405515391193546,121340,52.6698956489563,7.5e-05,256,122624,479,0.01909572861735186,nan,nan,0.9166120777154704,0.1963469145042371,138917
14,0.015367152527099113,nan,nan,0.0,0.005305280393701132,0.0,0.20124020140652465,121360,52.70140480995178,7.5e-05,256,122624,479,0.01952093004589707,nan,nan,0.9174039174471087,0.19503550946142684,138917
15,0.015318417040891713,nan,nan,0.0,0.005117852188304596,0.0,0.204015446211196,121295,52.877323389053345,3.75e-05,256,122624,479,0.02010002288336516,nan,nan,0.9170079975812896,0.19548912957975884,138917
16,0.015019830557399104,nan,nan,0.0,0.004966196004254646,0.0,0.2010779940207351,121298,52.77838659286499,3.75e-05,256,122624,479,0.020346450143087124,nan,nan,0.9157122598386087,0.19848815155126392,138917
17,0.014910076105177776,nan,nan,0.0,0.004878711317022309,0.0,0.2006532099849241,121303,53.06905794143677,3.75e-05,256,122624,479,0.020019715714509466,nan,nan,0.9178502271140321,0.1940630876432032,138917
18,0.014954164577550829,nan,nan,0.0,0.0047695292694599125,0.0,0.2036908811705658,121320,52.61052179336548,1.875e-05,256,122624,479,0.02030440848931861,nan,nan,0.9178430285710172,0.19388297304911073,138917
19,0.014718654901878072,nan,nan,0.0,0.004697763377563379,0.0,0.20041528197137526,121314,52.77466058731079,1.875e-05,256,122624,479,0.020385815504312815,nan,nan,0.9173247334739448,0.19450478664302653,138917
20,0.01459725112858421,nan,nan,0.0,0.004643440768628193,0.0,0.19907326830736838,121336,53.03012180328369,1.875e-05,256,122624,479,0.020375271701157206,nan,nan,0.9184980959853726,0.19316159301749133,138917
