bundle,family,stage,model,source_file,resample_unit,n_predictions,state,metric,n_blocks,bootstrap_replicates,ci_low_2p5,bootstrap_median,ci_high_97p5,bootstrap_mean,bootstrap_std,block_min,block_max
pipeline,z_loop,03_cnn_gru_teacher_assisted,cnn_gru,pipeline\pipeline\z_loop\03_cnn_gru_teacher_assisted\20260505_103215_cnn_gru_together_z_loop_family\predictions_cnn_teacher_assisted.npz,contiguous_blocks,15015,1,mean_dwell_windows,8,200,10.122932634912146,11.382621242533876,12.668185508712122,11.422763271965769,0.6278719136968192,9.047619047619047,14.131578947368421
pipeline,z_loop,03_cnn_gru_teacher_assisted,cnn_gru,pipeline\pipeline\z_loop\03_cnn_gru_teacher_assisted\20260505_103215_cnn_gru_together_z_loop_family\predictions_cnn_teacher_assisted.npz,contiguous_blocks,15015,1,median_dwell_windows,8,200,4.125,4.625,5.125,4.64375,0.25826476909321927,4.0,6.0
pipeline,z_loop,03_cnn_gru_teacher_assisted,cnn_gru,pipeline\pipeline\z_loop\03_cnn_gru_teacher_assisted\20260505_103215_cnn_gru_together_z_loop_family\predictions_cnn_teacher_assisted.npz,contiguous_blocks,15015,1,p90_dwell_windows,8,200,30.648125000000004,34.125,37.938125,34.1825625,1.9423429493806676,26.599999999999994,44.19999999999999
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,sequence_id,1505,0,mean_dwell_windows,165,200,5.557373737373737,5.865656565656566,6.154747474747475,5.865156565656566,0.15367417624140492,1.0,7.0
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,sequence_id,1505,0,median_dwell_windows,165,200,5.481363636363636,5.866666666666666,6.1456060606060605,5.858848484848485,0.1564561671484639,1.0,7.0
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,sequence_id,1505,0,p90_dwell_windows,165,200,5.6068030303030305,5.8990909090909085,6.18980303030303,5.908472727272727,0.1544649654099013,1.0,7.0
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,sequence_id,1505,1,mean_dwell_windows,94,200,4.432491134751773,4.930851063829787,5.377792553191489,4.9175,0.2465814515117689,1.0,7.0
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,sequence_id,1505,1,median_dwell_windows,94,200,4.4565159574468085,4.962765957446808,5.553324468085107,4.953218085106383,0.26395013770103387,1.0,7.0
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,sequence_id,1505,1,p90_dwell_windows,94,200,4.644281914893617,5.074999999999999,5.496968085106383,5.071893617021276,0.22098866548485305,1.0,7.0
pipeline,z_loop,05_dmm,dmm,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,contiguous_blocks,15015,0,mean_dwell_windows,8,200,10.916820774205506,12.466298751440979,13.985048145539395,12.431580017550823,0.8216045920141706,7.203703703703703,15.542168674698795
pipeline,z_loop,05_dmm,dmm,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,contiguous_blocks,15015,0,median_dwell_windows,8,200,2.0,2.125,2.375,2.116875,0.11352997246648659,2.0,3.0
pipeline,z_loop,05_dmm,dmm,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,contiguous_blocks,15015,0,p90_dwell_windows,8,200,40.125,42.6,46.025625,42.825250000000004,1.4683854112869694,37.0,50.8
pipeline,z_loop,05_dmm,dmm,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,contiguous_blocks,15015,1,mean_dwell_windows,8,200,9.218665555388869,10.910523384093525,13.05414530246269,11.004774402868575,0.9710341167825547,5.37037037037037,14.849315068493151
pipeline,z_loop,05_dmm,dmm,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,contiguous_blocks,15015,1,median_dwell_windows,8,200,2.75,3.25,3.7531250000000007,3.23625,0.288980511766632,2.0,5.0
pipeline,z_loop,05_dmm,dmm,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,contiguous_blocks,15015,1,p90_dwell_windows,8,200,30.95812500000001,40.7625,46.50125,40.271,4.539877358713647,10.400000000000006,49.0
individual,parity,cthmm,gpu_cthmm,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,contiguous_blocks,701480,0,mean_dwell_windows,343,200,378.2437098167207,450.0834748286853,542.7591927650808,451.65996418201604,43.130338544168616,1.0,2048.0
individual,parity,cthmm,gpu_cthmm,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,contiguous_blocks,701480,0,median_dwell_windows,343,200,353.80233236151605,447.8119533527697,550.9701166180758,451.4886734693877,51.39482481326343,1.0,2048.0
individual,parity,cthmm,gpu_cthmm,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,contiguous_blocks,701480,0,p90_dwell_windows,343,200,377.3218440233236,457.67886297376094,553.2643075801749,456.96425218658885,45.94648845841353,1.0,2048.0
individual,parity,cthmm,gpu_cthmm,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,contiguous_blocks,701480,1,mean_dwell_windows,267,200,9.240852501203642,12.251709718202276,14.721262406145318,12.144529685624976,1.4040901886314436,1.4223602484472049,96.57142857142857
individual,parity,cthmm,gpu_cthmm,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,contiguous_blocks,701480,1,median_dwell_windows,267,200,6.610252808988764,8.747191011235955,10.822191011235956,8.739803370786516,1.165276561502011,1.0,83.0
individual,parity,cthmm,gpu_cthmm,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,contiguous_blocks,701480,1,p90_dwell_windows,267,200,20.167827715355806,25.340074906367043,32.000299625468166,25.516631086142326,3.070614661031435,2.0,213.4
individual,parity,hsmm,gpu_hsmm_duration,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,contiguous_blocks,105220,1,mean_dwell_windows,25,200,1142.8661690436938,1514.0456063992274,1802.436996847302,1512.3493502331476,174.37576065022827,1.1428571428571428,2048.0
individual,parity,hsmm,gpu_hsmm_duration,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,contiguous_blocks,105220,1,median_dwell_windows,25,200,1185.3700000000001,1513.96,1802.36,1509.8665999999998,160.15485708425575,1.0,2048.0
individual,parity,hsmm,gpu_hsmm_duration,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,contiguous_blocks,105220,1,p90_dwell_windows,25,200,1146.8591999999999,1551.408,1841.6,1522.62356,183.2622830348957,1.4000000000000004,2048.0
individual,parity,hsmm,gpu_hsmm_duration,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,contiguous_blocks,105220,0,mean_dwell_windows,34,200,1408.923966283104,1673.753283040489,1900.4164386379553,1672.6290395952697,132.1483635647511,3.9453125,2048.0
individual,parity,hsmm,gpu_hsmm_duration,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,contiguous_blocks,105220,0,median_dwell_windows,34,200,1362.56875,1663.3235294117649,1928.922794117647,1658.9875,143.26797777747637,3.0,2048.0
individual,parity,hsmm,gpu_hsmm_duration,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,contiguous_blocks,105220,0,p90_dwell_windows,34,200,1446.0877205882352,1692.3088235294117,1876.3535294117646,1684.6105441176471,113.2656562690675,7.299999999999997,2048.0
individual,x_loop,cthmm,gpu_cthmm,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,contiguous_blocks,186000,0,mean_dwell_windows,91,200,4.1563240691780345,5.354769917091636,6.511705936419368,5.3361664206277934,0.5726651110551223,1.8778195488721805,23.757142857142856
individual,x_loop,cthmm,gpu_cthmm,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,contiguous_blocks,186000,0,median_dwell_windows,91,200,2.1756868131868132,2.392857142857143,2.742032967032967,2.4116758241758243,0.1550239086152497,1.0,8.0
individual,x_loop,cthmm,gpu_cthmm,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,contiguous_blocks,186000,0,p90_dwell_windows,91,200,11.286236263736265,14.547252747252749,18.152335164835165,14.524104395604397,1.7815110782726504,3.0,76.30000000000001
individual,x_loop,cthmm,gpu_cthmm,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,contiguous_blocks,186000,1,mean_dwell_windows,91,200,4.415731032642319,5.673490246062181,7.0568174196865625,5.687241241484711,0.6966784462531023,1.8563327032136105,52.86486486486486
individual,x_loop,cthmm,gpu_cthmm,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,contiguous_blocks,186000,1,median_dwell_windows,91,200,1.9228021978021979,2.2554945054945055,2.605082417582418,2.2624175824175823,0.17656829395572407,1.0,13.0
individual,x_loop,cthmm,gpu_cthmm,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,contiguous_blocks,186000,1,p90_dwell_windows,91,200,11.304587912087912,15.534615384615389,22.034505494505495,15.86429120879121,2.901340757604589,3.0,232.79999999999984
individual,x_loop,hsmm,gpu_hsmm_duration,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,sequence_id,27900,1,mean_dwell_windows,822,200,16.656223822558218,17.593633414436333,18.266028559842425,17.537342095353956,0.41956392970490025,1.0,30.0
individual,x_loop,hsmm,gpu_hsmm_duration,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,sequence_id,27900,1,median_dwell_windows,822,200,16.400228102189782,17.28102189781022,18.225486618004865,17.293570559610703,0.454703936869161,1.0,30.0
individual,x_loop,hsmm,gpu_hsmm_duration,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,sequence_id,27900,1,p90_dwell_windows,822,200,18.362664233576645,19.139598540145986,19.942551703163016,19.1623096107056,0.3924490523110791,1.0,30.0
individual,x_loop,hsmm,gpu_hsmm_duration,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,sequence_id,27900,0,mean_dwell_windows,552,200,9.19485927795031,9.973856970324363,11.00526138716356,10.02553603778468,0.4398397838553635,1.0,30.0
individual,x_loop,hsmm,gpu_hsmm_duration,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,sequence_id,27900,0,median_dwell_windows,552,200,8.807042572463768,9.78125,10.734239130434782,9.76302536231884,0.4754117027002927,1.0,30.0
individual,x_loop,hsmm,gpu_hsmm_duration,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,sequence_id,27900,0,p90_dwell_windows,552,200,10.902146739130435,11.728260869565219,12.541173007246377,11.717252717391304,0.415437756792324,1.0,30.0
individual,z_loop,cthmm,gpu_cthmm,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,contiguous_blocks,15015,0,mean_dwell_windows,8,200,3.581983392394232,5.777901541286207,8.13571729430518,5.729034509647615,1.398345624255283,2.49601593625498,11.598130841121495
individual,z_loop,cthmm,gpu_cthmm,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,contiguous_blocks,15015,0,median_dwell_windows,8,200,2.5,3.75,5.625,3.745,0.8049236051019073,2.0,7.0
individual,z_loop,cthmm,gpu_cthmm,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,contiguous_blocks,15015,0,p90_dwell_windows,8,200,7.5000000000000036,13.25,19.55937500000002,13.072500000000005,3.5790683004795394,5.0,30.0
individual,z_loop,cthmm,gpu_cthmm,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,contiguous_blocks,15015,1,mean_dwell_windows,8,200,1.806506948315556,3.5757587464832423,5.389837239772933,3.6123976079937323,0.9025431123088072,1.5836653386454183,7.613207547169812
individual,z_loop,cthmm,gpu_cthmm,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,contiguous_blocks,15015,1,median_dwell_windows,8,200,1.365625,2.6875,4.1875,2.6884375,0.796715085195858,1.0,7.0
individual,z_loop,cthmm,gpu_cthmm,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,contiguous_blocks,15015,1,p90_dwell_windows,8,200,3.0500000000000043,6.875,10.75,6.789000000000005,1.8812728236983398,3.0,14.0
individual,z_loop,hsmm,gpu_hsmm_duration,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,sequence_id,2254,0,mean_dwell_windows,241,200,5.5075034578146616,5.73789764868603,5.949100968188105,5.735369986168742,0.11952746255315555,1.0,7.0
individual,z_loop,hsmm,gpu_hsmm_duration,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,sequence_id,2254,0,median_dwell_windows,241,200,5.443620331950208,5.711618257261411,5.958661825726141,5.711151452282158,0.13611136378000194,1.0,7.0
individual,z_loop,hsmm,gpu_hsmm_duration,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,sequence_id,2254,0,p90_dwell_windows,241,200,5.5699896265560165,5.792116182572614,6.076483402489627,5.799356846473029,0.13313680182833365,1.0,7.0
individual,z_loop,hsmm,gpu_hsmm_duration,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,sequence_id,2254,1,mean_dwell_windows,153,200,4.477314814814815,4.8464052287581705,5.234313725490197,4.84181917211329,0.20151511492917656,1.0,7.0
individual,z_loop,hsmm,gpu_hsmm_duration,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,sequence_id,2254,1,median_dwell_windows,153,200,4.4507352941176475,4.867647058823529,5.206372549019608,4.858578431372549,0.1989927329023166,1.0,7.0
individual,z_loop,hsmm,gpu_hsmm_duration,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,sequence_id,2254,1,p90_dwell_windows,153,200,4.613022875816993,4.977124183006536,5.318954248366013,4.975588235294117,0.18799364182556633,1.0,7.0
